method,id,project,package,class,isFeatureEnvy,isLongMethod,isLongParametersList,isSwitchStatement,github_url,github_raw_url
"encode(int, int, int)",2344,jgroups-2.10.0,org.jgroups,Version,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/Version.java#L76-L79,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/Version.java#L76-L79
"ConnectionTable(Receiver, InetAddress, InetAddress, int, int)",2421,jgroups-2.10.0,org.jgroups.blocks,ConnectionTable,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/ConnectionTable.java#L63-L87,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/ConnectionTable.java#L63-L87
"ConnectionTable(Receiver, InetAddress, InetAddress, int, int, long, long)",217,jgroups-2.10.0,org.jgroups.blocks,ConnectionTable,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/ConnectionTable.java#L92-L123,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/ConnectionTable.java#L92-L123
"ConnectionTableNIO(Receiver, InetAddress, InetAddress, int, int, long, long)",222,jgroups-2.10.0,org.jgroups.blocks,ConnectionTableNIO,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/ConnectionTableNIO.java#L124-L147,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/ConnectionTableNIO.java#L124-L147
"ConnectionTableNIO(Receiver, InetAddress, InetAddress, int, int, long, long, boolean)",223,jgroups-2.10.0,org.jgroups.blocks,ConnectionTableNIO,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/ConnectionTableNIO.java#L150-L165,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/ConnectionTableNIO.java#L150-L165
"_put(K, V, short, long, boolean)",184,jgroups-2.10.0,org.jgroups.blocks,ReplCache,0,0,0,1,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/ReplCache.java#L501-L551,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/ReplCache.java#L501-L551
get(K),428,jgroups-2.10.0,org.jgroups.blocks,ReplCache,0,0,0,1,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/ReplCache.java#L398-L457,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/ReplCache.java#L398-L457
"_replace(Serializable, Serializable, Serializable)",2476,jgroups-2.10.0,org.jgroups.blocks,ReplicatedMap,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/ReplicatedMap.java#L24-L24,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/ReplicatedMap.java#L24-L24
"RpcDispatcher(Channel, MessageListener, MembershipListener, Object, boolean, boolean)",2437,jgroups-2.10.0,org.jgroups.blocks,RpcDispatcher,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/RpcDispatcher.java#L55-L61,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/RpcDispatcher.java#L55-L61
"callRemoteMethods(Vector<Address>, String, Object[], Class[], int, long, boolean)",218,jgroups-2.10.0,org.jgroups.blocks,RpcDispatcher,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/RpcDispatcher.java#L194-L198,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/RpcDispatcher.java#L194-L198
"callRemoteMethods(Vector<Address>, String, Object[], Class[], int, long, boolean, RspFilter)",219,jgroups-2.10.0,org.jgroups.blocks,RpcDispatcher,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/RpcDispatcher.java#L200-L206,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/RpcDispatcher.java#L200-L206
"callRemoteMethods(Vector<Address>, String, Object[], String[], int, long, boolean)",220,jgroups-2.10.0,org.jgroups.blocks,RpcDispatcher,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/RpcDispatcher.java#L220-L225,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/RpcDispatcher.java#L220-L225
"callRemoteMethodsWithFuture(Vector<Address>, MethodCall, int, long, boolean, boolean, RspFilter)",221,jgroups-2.10.0,org.jgroups.blocks,RpcDispatcher,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/RpcDispatcher.java#L280-L286,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/RpcDispatcher.java#L280-L286
"TCPConnectionMap(String, ThreadFactory, Receiver, InetAddress, InetAddress, int, int, long, long)",216,jgroups-2.10.0,org.jgroups.blocks,TCPConnectionMap,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/TCPConnectionMap.java#L55-L79,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/TCPConnectionMap.java#L55-L79
"MuxMessageDispatcher(short, Channel, MessageListener, MembershipListener, RequestHandler)",2274,jgroups-2.10.0,org.jgroups.blocks.mux,MuxMessageDispatcher,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/mux/MuxMessageDispatcher.java#L43-L51,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/blocks/mux/MuxMessageDispatcher.java#L43-L51
"Draw(String, boolean, boolean, boolean, long, boolean, boolean, String)",213,jgroups-2.10.0,org.jgroups.demos,Draw,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/demos/Draw.java#L46-L63,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/demos/Draw.java#L46-L63
"start(String, InetAddress, int, int, int, long, long, boolean, boolean, int, long, int, long)",212,jgroups-2.10.0,org.jgroups.demos,MemcachedServer,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/demos/MemcachedServer.java#L23-L69,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/demos/MemcachedServer.java#L23-L69
"start(String, String, long, long, boolean, boolean, int, long, int, long)",214,jgroups-2.10.0,org.jgroups.demos,ReplCacheDemo,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/demos/ReplCacheDemo.java#L140-L279,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/demos/ReplCacheDemo.java#L140-L279
up(Event),211,jgroups-2.10.0,org.jgroups.protocols,COMPRESS,0,0,0,1,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/protocols/COMPRESS.java#L123-L168,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/protocols/COMPRESS.java#L123-L168
"endElement(String, String, String)",2674,jgroups-2.10.0,org.jgroups.protocols,S3_PING.ListBucketResponse.ListBucketHandler,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/protocols/S3_PING.java#L1040-L1102,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/protocols/S3_PING.java#L1040-L1102
"handleDataReceived(Address, long, long, boolean, Message, Event)",464,jgroups-2.10.0,org.jgroups.protocols,UNICAST2,0,0,0,1,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/protocols/UNICAST2.java#L536-L648,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/protocols/UNICAST2.java#L536-L648
"joinInternal(Address, boolean, boolean)",2290,jgroups-2.10.0,org.jgroups.protocols.pbcast,ClientGmsImpl,0,0,0,1,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/protocols/pbcast/ClientGmsImpl.java#L45-L208,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/protocols/pbcast/ClientGmsImpl.java#L45-L208
"setDefaultValues(Vector<ProtocolConfiguration>, Vector<Protocol>, StackType)",224,jgroups-2.10.0,org.jgroups.stack,Configurator,0,0,0,1,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/stack/Configurator.java#L588-L690,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/stack/Configurator.java#L588-L690
destroy(),231,jgroups-2.10.0,org.jgroups.stack,ProtocolStack,0,0,0,1,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/stack/ProtocolStack.java#L711-L743,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/stack/ProtocolStack.java#L711-L743
"startStack(String, Address)",232,jgroups-2.10.0,org.jgroups.stack,ProtocolStack,0,0,0,1,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/stack/ProtocolStack.java#L747-L810,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/stack/ProtocolStack.java#L747-L810
"print(PrintStream, String, String, String)",2613,jgroups-2.10.0,org.jgroups.util,JUnitXMLReporter,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/util/JUnitXMLReporter.java#L170-L178,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/util/JUnitXMLReporter.java#L170-L178
"Proxy(InetAddress, int, InetAddress, int, boolean, boolean)",2604,jgroups-2.10.0,org.jgroups.util,Proxy,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/util/Proxy.java#L87-L94,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/util/Proxy.java#L87-L94
"Proxy(InetAddress, int, InetAddress, int, boolean, boolean, String)",226,jgroups-2.10.0,org.jgroups.util,Proxy,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/util/Proxy.java#L96-L100,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/util/Proxy.java#L96-L100
"ThreadManagerThreadPoolExecutor(int, int, long, TimeUnit, BlockingQueue<Runnable>, ThreadFactory, RejectedExecutionHandler)",225,jgroups-2.10.0,org.jgroups.util,ThreadManagerThreadPoolExecutor,0,0,1,0,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/util/ThreadManagerThreadPoolExecutor.java#L29-L32,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/util/ThreadManagerThreadPoolExecutor.java#L29-L32
"objectToStream(Object, DataOutputStream)",442,jgroups-2.10.0,org.jgroups.util,Util,0,0,0,1,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/util/Util.java#L559-L633,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/util/Util.java#L559-L633
"replaceProperties(String, Properties)",197,jgroups-2.10.0,org.jgroups.util,Util,0,0,0,1,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/util/Util.java#L3495-L3633,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/util/Util.java#L3495-L3633
"importData(JComponent,Transferable,HashSet,Point)",153297,jhotdraw-7.5.1,org.jhotdraw.draw,DefaultDrawingViewTransferHandler,0,1,0,0,https://github.com/JavaQualitasCorpus/jhotdraw-7.5.1/blob/16a95edf64d873c104d5ea587f68a7b503dd2eb4/Source/jhotdraw7/src/main/java/org/jhotdraw/draw/DefaultDrawingViewTransferHandler.java#L74-L297,https://raw.githubusercontent.com/JavaQualitasCorpus/jhotdraw-7.5.1/16a95edf64d873c104d5ea587f68a7b503dd2eb4/Source/jhotdraw7/src/main/java/org/jhotdraw/draw/DefaultDrawingViewTransferHandler.java#L74-L297
toPath(String),150060,jhotdraw-7.5.1,org.jhotdraw.samples.odg.io,ODGInputFormat,1,1,0,0,https://github.com/JavaQualitasCorpus/jhotdraw-7.5.1/blob/16a95edf64d873c104d5ea587f68a7b503dd2eb4/Source/jhotdraw7/src/main/java/org/jhotdraw/samples/odg/io/ODGInputFormat.java#L1431-L1878,https://raw.githubusercontent.com/JavaQualitasCorpus/jhotdraw-7.5.1/16a95edf64d873c104d5ea587f68a7b503dd2eb4/Source/jhotdraw7/src/main/java/org/jhotdraw/samples/odg/io/ODGInputFormat.java#L1431-L1878
"readGraphicPropertiesElement(IXMLElement,HashMap)",149999,jhotdraw-7.5.1,org.jhotdraw.samples.odg.io,ODGStylesReader,1,0,0,0,https://github.com/JavaQualitasCorpus/jhotdraw-7.5.1/blob/16a95edf64d873c104d5ea587f68a7b503dd2eb4/Source/jhotdraw7/src/main/java/org/jhotdraw/samples/odg/io/ODGStylesReader.java#L309-L371,https://raw.githubusercontent.com/JavaQualitasCorpus/jhotdraw-7.5.1/16a95edf64d873c104d5ea587f68a7b503dd2eb4/Source/jhotdraw7/src/main/java/org/jhotdraw/samples/odg/io/ODGStylesReader.java#L309-L371
"getInstance(String,String)",35474,jmoney-0.4.4,net.sf.jmoney,EntryComparator,0,0,0,1,https://github.com/JavaQualitasCorpus/jmoney-0.4.4/blob/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/EntryComparator.java#L44-L72,https://raw.githubusercontent.com/JavaQualitasCorpus/jmoney-0.4.4/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/EntryComparator.java#L44-L72
"getListCellRendererComponent(JList,Object,int,boolean,boolean)",5845,jmoney-0.4.4,net.sf.jmoney.gui,AccountEntriesPanel.EntryCellRenderer,1,0,0,0,https://github.com/JavaQualitasCorpus/jmoney-0.4.4/blob/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/gui/AccountEntriesPanel.java#L912-L928,https://raw.githubusercontent.com/JavaQualitasCorpus/jmoney-0.4.4/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/gui/AccountEntriesPanel.java#L912-L928
"getTreeCellRendererComponent(JTree, Object, boolean, boolean, boolean, int, boolean)",228,jmoney-0.4.4,net.sf.jmoney.gui,CategoryPanel.CategoryTreeCellRenderer,0,0,1,0,https://github.com/JavaQualitasCorpus/jmoney-0.4.4/blob/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/gui/CategoryPanel.java#L251-L278,https://raw.githubusercontent.com/JavaQualitasCorpus/jmoney-0.4.4/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/gui/CategoryPanel.java#L251-L278
"getListCellRendererComponent(JList, Object, int, boolean, boolean)",2855,jmoney-0.4.4,net.sf.jmoney.gui,StatusComboBox.Renderer,0,0,1,0,https://github.com/JavaQualitasCorpus/jmoney-0.4.4/blob/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/gui/StatusComboBox.java#L43-L60,https://raw.githubusercontent.com/JavaQualitasCorpus/jmoney-0.4.4/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/gui/StatusComboBox.java#L43-L60
"showDialog(Account, Account, long, long)",2861,jmoney-0.4.4,net.sf.jmoney.gui,TransferDialog,0,0,1,0,https://github.com/JavaQualitasCorpus/jmoney-0.4.4/blob/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/gui/TransferDialog.java#L68-L94,https://raw.githubusercontent.com/JavaQualitasCorpus/jmoney-0.4.4/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/gui/TransferDialog.java#L68-L94
"importTransaction(Session, BufferedReader)",488,jmoney-0.4.4,net.sf.jmoney.io,MT940,0,0,0,1,https://github.com/JavaQualitasCorpus/jmoney-0.4.4/blob/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/io/MT940.java#L116-L286,https://raw.githubusercontent.com/JavaQualitasCorpus/jmoney-0.4.4/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/io/MT940.java#L116-L286
"exportAccount(Session, Account, File)",2873,jmoney-0.4.4,net.sf.jmoney.io,QIF,0,0,0,1,https://github.com/JavaQualitasCorpus/jmoney-0.4.4/blob/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/io/QIF.java#L349-L414,https://raw.githubusercontent.com/JavaQualitasCorpus/jmoney-0.4.4/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/io/QIF.java#L349-L414
"extractCategory(Session, Accounts, Account, Entry, String)",2872,jmoney-0.4.4,net.sf.jmoney.io,QIF,0,0,1,0,https://github.com/JavaQualitasCorpus/jmoney-0.4.4/blob/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/io/QIF.java#L308-L347,https://raw.githubusercontent.com/JavaQualitasCorpus/jmoney-0.4.4/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/io/QIF.java#L308-L347
"extractSplittedCategory(Session, Accounts, Account, Entry, String)",2869,jmoney-0.4.4,net.sf.jmoney.io,QIF,0,0,1,0,https://github.com/JavaQualitasCorpus/jmoney-0.4.4/blob/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/io/QIF.java#L241-L259,https://raw.githubusercontent.com/JavaQualitasCorpus/jmoney-0.4.4/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/io/QIF.java#L241-L259
"removeSimilarTransfer(Account, Entry)",238,jmoney-0.4.4,net.sf.jmoney.io,QIF,0,0,0,1,https://github.com/JavaQualitasCorpus/jmoney-0.4.4/blob/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/io/QIF.java#L506-L549,https://raw.githubusercontent.com/JavaQualitasCorpus/jmoney-0.4.4/5a0bd44c86e365abab8a15947fcab74f3f90db63/source/net/sf/jmoney/io/QIF.java#L506-L549
compilationUnit(),4965,jparse-0.96,jparse,JavaParser,0,1,0,0,https://github.com/JavaQualitasCorpus/jparse-0.96/blob/0791e765a055ed00623032d467f0ec531b7ba8ee/jparse/JavaParser.java#L178-L296,https://raw.githubusercontent.com/JavaQualitasCorpus/jparse-0.96/0791e765a055ed00623032d467f0ec531b7ba8ee/jparse/JavaParser.java#L178-L296
field(),4979,jparse-0.96,jparse,JavaParser,0,1,0,0,https://github.com/JavaQualitasCorpus/jparse-0.96/blob/0791e765a055ed00623032d467f0ec531b7ba8ee/jparse/JavaParser.java#L1185-L1451,https://raw.githubusercontent.com/JavaQualitasCorpus/jparse-0.96/0791e765a055ed00623032d467f0ec531b7ba8ee/jparse/JavaParser.java#L1185-L1451
register(URL[]),14407,jpf-1.0.2,org.java.plugin.registry.xml,PluginRegistryImpl,0,1,0,0,https://github.com/JavaQualitasCorpus/jpf-1.5.1/blob/3da103d4bfb913f02b43a107a236a568c0a9bc1a/source/org/java/plugin/registry/xml/PluginRegistryImpl.java#L122-L316,https://raw.githubusercontent.com/JavaQualitasCorpus/jpf-1.5.1/3da103d4bfb913f02b43a107a236a568c0a9bc1a/source/org/java/plugin/registry/xml/PluginRegistryImpl.java#L122-L316
"shadowResource(URL,String,boolean)",14396,jpf-1.0.2,org.java.plugin.standard,ShadowDataController,0,1,0,0,https://github.com/JavaQualitasCorpus/jpf-1.5.1/blob/3da103d4bfb913f02b43a107a236a568c0a9bc1a/source/org/java/plugin/standard/ShadingPathResolver.java#L667-L813,https://raw.githubusercontent.com/JavaQualitasCorpus/jpf-1.5.1/3da103d4bfb913f02b43a107a236a568c0a9bc1a/source/org/java/plugin/standard/ShadingPathResolver.java#L667-L813
initRegistry(boolean),13957,jpf-1.0.2,org.java.plugin.tools.ant,BaseJpfTask,0,1,0,0,https://github.com/JavaQualitasCorpus/jpf-1.5.1/blob/3da103d4bfb913f02b43a107a236a568c0a9bc1a/source-tools/org/java/plugin/tools/ant/BaseJpfTask.java#L144-L223,https://raw.githubusercontent.com/JavaQualitasCorpus/jpf-1.5.1/3da103d4bfb913f02b43a107a236a568c0a9bc1a/source-tools/org/java/plugin/tools/ant/BaseJpfTask.java#L144-L223
"rSerializeNode(Writer,Node,String,String,int,int,int)",7545,jsXe-04_beta,net.sourceforge.jsxe.dom,DOMSerializer,1,1,0,0,https://github.com/JavaQualitasCorpus/jsXe-04_beta/blob/bca62a53f305fc1e2fab149f8773aa12a3407f9f/src/net/sourceforge/jsxe/dom/DOMSerializer.java#L346-L752,https://raw.githubusercontent.com/JavaQualitasCorpus/jsXe-04_beta/bca62a53f305fc1e2fab149f8773aa12a3407f9f/src/net/sourceforge/jsxe/dom/DOMSerializer.java#L346-L752
"execute(WikiContext,Map)",51913,jspwiki-2.8.4,com.ecyrd.jspwiki.plugin,PageViewPlugin.PageViewManager,1,1,0,0,https://github.com/JavaQualitasCorpus/jspwiki-2.8.4/blob/20fda747a7c5ade4b7a5d905afb68e0474214b88/src/com/ecyrd/jspwiki/plugin/PageViewPlugin.java#L290-L508,https://raw.githubusercontent.com/JavaQualitasCorpus/jspwiki-2.8.4/20fda747a7c5ade4b7a5d905afb68e0474214b88/src/com/ecyrd/jspwiki/plugin/PageViewPlugin.java#L290-L508
"parse(XMLEventReader,StartElement)",70068,jung-2.0.1,edu.uci.ics.jung.io.graphml.parser,GraphElementParser,1,0,0,0,https://github.com/JavaQualitasCorpus/jung-2.0.1/blob/a3e1be8b2979cd93575f18114fea602c84fa274e/jung-io-2.0.1-sources/edu/uci/ics/jung/io/graphml/parser/GraphElementParser.java#L46-L188,https://raw.githubusercontent.com/JavaQualitasCorpus/jung-2.0.1/a3e1be8b2979cd93575f18114fea602c84fa274e/jung-io-2.0.1-sources/edu/uci/ics/jung/io/graphml/parser/GraphElementParser.java#L46-L188
"getBattleForceStandardWeaponsDamage(int,int,boolean,boolean)",319434,megamek-0.35.18,megamek.common,Mech,1,1,0,0,https://github.com/JavaQualitasCorpus/megamek-0.35.18/blob/d7aece1bc6741df8b7bc4bd9af91bc9a2fa260ee/src/megamek/common/Mech.java#L6339-L6719,https://raw.githubusercontent.com/JavaQualitasCorpus/megamek-0.35.18/d7aece1bc6741df8b7bc4bd9af91bc9a2fa260ee/src/megamek/common/Mech.java#L6339-L6719
"nightModifiers(IGame,Targetable,AmmoType,Entity,boolean)",320695,megamek-0.35.18,megamek.common.actions,AbstractAttackAction,1,1,0,0,https://github.com/JavaQualitasCorpus/megamek-0.35.18/blob/d7aece1bc6741df8b7bc4bd9af91bc9a2fa260ee/src/megamek/common/actions/AbstractAttackAction.java#L86-L215,https://raw.githubusercontent.com/JavaQualitasCorpus/megamek-0.35.18/d7aece1bc6741df8b7bc4bd9af91bc9a2fa260ee/src/megamek/common/actions/AbstractAttackAction.java#L86-L215
calcHits(Vector),314742,megamek-0.35.18,megamek.common.weapons,MissileWeaponHandler,1,1,0,0,https://github.com/JavaQualitasCorpus/megamek-0.35.18/blob/d7aece1bc6741df8b7bc4bd9af91bc9a2fa260ee/src/megamek/common/weapons/MissileWeaponHandler.java#L67-L277,https://raw.githubusercontent.com/JavaQualitasCorpus/megamek-0.35.18/d7aece1bc6741df8b7bc4bd9af91bc9a2fa260ee/src/megamek/common/weapons/MissileWeaponHandler.java#L67-L277
